Collect    ,Sampling,Time ,TEMP,DO  ,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,TDS,SS  ,VSS ,TOC ,CN   ,FEC_COL,Chlorophyll-A,Cl,F    ,SO4   ,ALK,As sol,Ba tot,Cu sol,Fe sol,Mn sol,Ni sol,Zn sol,Hg LL,Ca tot,Mg tot,Hardness,B tot,Location Description,Lat,Lon,geometry
2020-03-09 00:00:00,WW_112,940.0,8.0,13.83,8.4,0.99,<0.3,<1,0.301,1024,14,8,2.9,<0.005,<10,41.2,444.516,0.212,81.749,175.4,<0.002,0.03406,0.00218,T/X,0.00248,0.00147,T/X,1.05,69.6,26.52,283,0.06677,North Shore Channel @ Dempster St.,42.04098056,-87.70971944,POINT (-87.70971944 42.04098056)
2020-03-09 00:00:00,WW_36,1000.0,11.0,9.29,7.2,8.913,1.907,2.625,1.929,552,4,<4,5.2,<0.005,150,1.4,167.596,0.595,55.653,156.1,<0.002,0.02472,0.00505,T/X,0.0059,0.00252,T/X,0.548,60.66,22.72,245,0.16248,North Shore Channel @ Touhy Ave.,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611)
2020-03-09 00:00:00,WW_96,1035.0,7.0,11.84,8.1,4.969,<0.3,<1,0.345,972,<4,<4,3.5,<0.005,<10,13.6,373.771,0.29,74.489,244.8,<0.002,0.04204,0.00279,T/X,0.03811,0.00159,T/X,0.913,85.11,38.3,370,0.08912,North Branch Chicago River @ Albany Ave.,41.97428333,-87.70614444,POINT (-87.70614444 41.97428333)
2020-03-09 00:00:00,WW_73,1135.0,10.0,8.02,7.4,8.568,0.76,1.785,1.483,642,7,<4,4.7,<0.005,120,4.9,194.468,0.541,57.932,167.9,<0.002,0.02758,0.00362,T/X,0.01321,0.00277,T/X,1.216,63.57,25.03,262,0.1351,North Branch Chicago River @ Diversey Ave.,41.93235833,-87.68288333,POINT (-87.68288333 41.93235833)
2020-03-09 00:00:00,WW_92,1300.0,9.0,9.04,7.5,6.727,0.457,<1,1.035,768,9,<4,4.5,<0.005,<10,7.6,232.479,0.509,105.357,182,0.00132,0.02527,0.00182,T/X,0.02245,0.00361,T/X,3.25,72.61,26.88,292,0.18448,Chicago Sanitary & Ship Canal @ Lockport Powerhouse Forebay,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889)
2020-03-09 00:00:00,WW_37,1100.0,10.0,9.08,7.4,9.574,0.424,1.145,1.396,646,<4,<4,4.4,<0.005,91,3.1,194.609,0.531,57.817,164.9,<0.002,0.02737,0.00358,T/X,0.0105,0.00253,T/X,0.894,66.3,26.13,273,0.12633,North Branch Chicago River @ Wilson Ave.,41.96484722,-87.69722778,POINT (-87.69722778 41.96484722)
2020-03-26 00:00:00,WW_100,840.0,8.0,10.79,7.5,3.647,0.4,<1,0.369,448,<4,<4,1.9,<0.005,320,3.3,133.515,0.27,38.41,147.9,<0.002,0.02534,0.0041,0.01638,0.00704,0.0014,0.01229,0.56,53.25,20.3,217,0.06461,Chicago River Main Stem @ Wells St.,41.88750278,-87.63414167,POINT (-87.63414167 41.88750278)
2020-03-26 00:00:00,WW_108,900.0,9.0,9.35,6.7,5.873,0.612,1.189,0.628,610,6,<4,3.1,<0.005,20,6.6,198.491,0.352,48.281,173,<0.002,0.02777,0.00348,0.02601,0.01238,0.00186,0.02439,2.839,63.0,25.06,261,0.09096,South Branch Chicago River @ Loomis St.,41.8459,-87.66064167,POINT (-87.66064167 41.8459)
2020-03-26 00:00:00,WW_99,945.0,8.0,6.99,7.6,5.637,0.974,1.237,0.774,652,9,<4,2.8,<0.005,30,8.1,253.036,0.433,51.545,164.9,<0.002,0.02793,0.00185,0.06158,0.02389,0.00261,0.01639,-----,62.96,24.72,259,0.0965,"South Fork, South Branch Chicago River @ Archer Ave.",41.83855,-87.66398333,POINT (-87.66398333 41.83855)
2020-03-26 00:00:00,WW_75,945.0,9.0,7.8,6.9,5.634,0.725,1.089,0.757,638,9,<4,3.2,0.005,60,6.8,241.42,0.469,49.218,157.1,<0.002,0.02651,0.00312,0.03195,0.02007,0.00214,0.01841,2.23,60.17,23.46,247,0.0846,Chicago Sanitary & Ship Canal @ Cicero Ave.,41.819575,-87.74331389,POINT (-87.74331389 41.819575)
