Collect    ,Sampling,Time ,TEMP,DO  ,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,TDS,SS  ,VSS ,TOC ,CN   ,FEC_COL,Chlorophyll-A,Cl,F    ,SO4   ,ALK,As sol,Ba tot,Cu sol,Fe sol,Mn sol,Ni sol,Zn sol,Hg LL,Ca tot,Mg tot,Hardness,B tot,Location Description,Lat,Lon,geometry,As sol_zscore,Ba tot_zscore,Cu sol_zscore,Fe sol_zscore,Mn sol_zscore,Ni sol_zscore,Zn sol_zscore,Hg LL_zscore,Ca tot_zscore,Mg tot_zscore,B tot_zscore
2020-01-21 00:00:00,WW_108,1040.0,4.0,10.1,7.5,5.235,0.788,1.257,0.652,868,5,<4,2.5,0.006,8800,2.3,364.01,0.343,54.468,189,0.001,0.03127,0.00339,0.03343,0.01403,0.00233,0.01882,1.461,63.83,24.71,261,0.08488,South Branch Chicago River @ Loomis St.,41.8459,-87.66064167,POINT (-87.66064167 41.8459),-0.42649155398231925,-0.019551146886729865,0.5849431572152879,-0.24677746407939943,-0.30242454290327997,-0.11061124587445238,1.2073245088614961,-0.31173097130034294,0.10498861882529492,0.11306257323698833,-0.6765542724906598
2020-01-21 00:00:00,WW_99,1115.0,2.0,13.23,7.8,4.732,<0.3,<1,0.535,714,11,8,3.5,<0.005,140,71.8,294.21,0.267,52.672,195,0.001,0.03125,0.00262,0.0374,0.01188,0.00243,0.01652,,64.95,25.54,267,0.08827,"South Fork, South Branch Chicago River @ Archer Ave.",41.83855,-87.66398333,POINT (-87.66398333 41.83855),-0.42649155398231925,-0.021127545329738373,0.27368257749564023,-0.19660718456974022,-0.3769064465187422,-0.0656239123193976,0.8668236909171172,,0.1575862118499556,0.21044548296837554,-0.6119934229540639
2020-01-21 00:00:00,WW_75,845.0,5.0,9.59,7.7,5.511,0.331,<1,0.513,740,6,<4,3,0.005,360,24.4,270.138,0.278,54.232,208,0.001,0.03136,0.00265,0.03448,0.01526,0.00225,0.01851,1.16,70.09,27.76,289,0.09179,Chicago Sanitary & Ship Canal @ Cicero Ave.,41.819575,-87.74331389,POINT (-87.74331389 41.819575),-0.42649155398231925,-0.012457353893191313,0.285809613069133,-0.2335082465768448,-0.25981396548606206,-0.14660111271849635,1.1614309203559492,-0.3820181590868724,0.3989715941238438,0.47091543429811084,-0.5449567886269793
2020-01-21 00:00:00,WW_41,930.0,7.0,10.0,7.3,5.14,<0.3,<1,0.311,804,6,<4,3.1,0.007,3300,1,325.763,0.333,69.996,179,0.001,0.0274,0.0016,0.03697,0.01069,0.00364,0.01971,0.849,61.18,23.02,248,0.16406,Chicago Sanitary & Ship Canal @ Harlem Ave.,41.80121111,-87.80188889,POINT (-87.80188889 41.80121111),-0.42649155398231925,-0.32458424560888816,-0.13863663200311394,-0.2020412450707864,-0.4181313141012539,0.4787228236967663,1.3390835210225815,-0.4546404693912267,-0.019461043241981998,-0.08522311043294521,0.8313891099009795
2020-01-21 00:00:00,WW_92,1045.0,5.0,9.77,7.3,3.883,0.774,1.378,0.78,1416,9,<4,2.1,0.013,11000,2.7,707.813,0.305,81.515,174,0.00138,0.03014,0.00238,0.04446,0.02596,0.00314,0.01601,1.449,67.06,23.77,265,0.12046,Chicago Sanitary & Ship Canal @ Lockport Powerhouse Forebay,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),0.26764145950527746,-0.10861765891671403,0.17666629290769814,-0.10738749355256293,0.11086341529786638,0.25378615592149195,0.7913213356337984,-0.3145331183217328,0.25667632013748554,0.002773494746019311,0.0010489801677705563
2020-01-27 00:00:00,WW_86,955.0,8.0,8.83,7.5,4.026,<0.3,<1,0.257,504,9,<4,3.9,<0.005,5000,2.1,120.397,0.471,89.127,T/X,0.00145,0.02833,0.00119,0.03359,0.02747,0.00125,0.01872,8.07,62.06,19.44,235,0.13956,Grand Calumet River @ Burnham Ave.,41.63131944,-87.5391,POINT (-87.5391 41.63131944),0.3955080672529926,-0.2512817180089896,-0.30437278484084845,-0.24475548807901015,0.16317396155802827,-0.5964744482690448,1.19252012547261,1.2315515007301323,0.021865636991679913,-0.505260239153869,0.3647988993857586
2020-01-27 00:00:00,WW_56,911.0,5.0,10.37,7.9,2.906,0.323,<1,0.153,516,8,<4,3.5,<0.005,660,2.3,145.801,0.389,88.971,T/X,0.00119,0.03005,0.00185,0.02442,0.0261,0.00151,0.01595,8.005,57.93,20.19,228,0.1316,Little Calumet River @ Indiana Ave.,41.65033056,-87.61712222,POINT (-87.61712222 41.65033056),-0.0794250472385207,-0.11571145191025257,-0.03757800222400751,-0.3606399876013212,0.11571339971933838,-0.4795073810259022,0.7824387056004666,1.2163732043642705,-0.17208798728675567,-0.41726363397490446,0.21320469221428298
2020-01-27 00:00:00,WW_76,943.0,6.0,9.23,7.4,5.004,<0.3,<1,0.476,680,4,<4,3.3,0.006,1300,<1.0,232.444,0.379,79.518,T/X,0.00173,0.0288,0.00212,0.03334,0.01414,0.00201,0.01602,1.997,65.57,22.19,255,0.16491,Little Calumet River @ Halsted St.,41.65751389,-87.64114722,POINT (-87.64114722 41.65751389),0.9069744982438536,-0.21423635459828833,0.07156531793742736,-0.24791482557961841,-0.29861384085783776,-0.2545707132506279,0.7928017739726869,-0.18656840434492838,0.18670273656003505,-0.18260602016433242,0.8475769335310991
2020-01-27 00:00:00,WW_57,1009.0,3.0,11.6,7.8,1.755,<0.3,<1,0.268,1036,18,<4,3.4,0.006,760,3.3,413.063,0.226,130.284,T/X,0.001,0.03921,0.00266,0.10955,0.0619,0.00207,0.00808,2.959,72.15,27.64,294,0.09914,Little Calumet River @ Ashland Ave.,41.65167778,-87.66059167,POINT (-87.66059167 41.65167778),-0.42649155398231925,0.6062790349876728,0.2898519582602973,0.7151776181058042,1.3559237017814538,-0.22757831311759513,-0.38266626710486434,0.038070381869826794,0.49571359557991584,0.45683597746947635,-0.40497972547241295
2020-01-27 00:00:00,WW_59,1041.0,5.0,9.58,7.6,3.601,<0.3,<1,0.523,816,11,<4,3,0.007,1000,1.9,325.304,0.326,89.275,T/X,0.00143,0.03081,0.00169,0.05761,0.03027,0.00204,0.01524,2.597,64.51,22.53,254,0.13221,Cal-Sag Channel @ Cicero Ave.,41.65534167,-87.73824167,POINT (-87.73824167 41.65534167),0.3589747507536457,-0.055808311075926875,-0.10225552528263562,0.05879365897943169,0.2601736499874674,-0.2410745131841114,0.6773275835393759,-0.04646105327543454,0.1369228717331248,-0.14271422581653517,0.22482183623119253
